video_id,start_time,timestamp,text,link
pLPYnS_K89Y,154,00:02:34 --> 00:02:38,"хочу себя эдок веду, хочу себе такое",https://youtu.be/pLPYnS_K89Y?t=154
pLPYnS_K89Y,156,00:02:36 --> 00:02:39,"состояние создаю. Понятно, что любой",https://youtu.be/pLPYnS_K89Y?t=156
pLPYnS_K89Y,158,00:02:38 --> 00:02:41,"наркоман сейчас скажет: ""Не, вот только",https://youtu.be/pLPYnS_K89Y?t=158
pLPYnS_K89Y,159,00:02:39 --> 00:02:45,там под тяжёлой наркотой у меня там,https://youtu.be/pLPYnS_K89Y?t=159
pLPYnS_K89Y,161,00:02:41 --> 00:02:46,"самый мегаприход"". Вот. Но, э, оттуда",https://youtu.be/pLPYnS_K89Y?t=161
pLPYnS_K89Y,165,00:02:45 --> 00:02:49,нет возврата. Вот в чём дело. То есть у,https://youtu.be/pLPYnS_K89Y?t=165
pLPYnS_K89Y,166,00:02:46 --> 00:02:50,нас организм - это очень хрупкая вещь.,https://youtu.be/pLPYnS_K89Y?t=166
pLPYnS_K89Y,169,00:02:49 --> 00:02:52,"Сознание - это мозг, понятное дело, да?",https://youtu.be/pLPYnS_K89Y?t=169
pLPYnS_K89Y,170,00:02:50 --> 00:02:53,"Мозг он очень хрупкий, и нейроны не",https://youtu.be/pLPYnS_K89Y?t=170
pLPYnS_K89Y,172,00:02:52 --> 00:02:55,"восстанавливаются. Ну, кроме там, не",https://youtu.be/pLPYnS_K89Y?t=172
pLPYnS_K89Y,173,00:02:53 --> 00:02:56,"знаю, обонятельного эпителия, там",https://youtu.be/pLPYnS_K89Y?t=173
pLPYnS_K89Y,175,00:02:55 --> 00:02:58,"какого-нибудь гиппокампа и то, кое-как.",https://youtu.be/pLPYnS_K89Y?t=175
pLPYnS_K89Y,176,00:02:56 --> 00:03:01,"Поэтому поломать это очень легко, а",https://youtu.be/pLPYnS_K89Y?t=176
pLPYnS_K89Y,178,00:02:58 --> 00:03:04,восстановить это невозможно. У нас мозг,https://youtu.be/pLPYnS_K89Y?t=178
pLPYnS_K89Y,181,00:03:01 --> 00:03:05,"одноразовый, вот какой есть. Ну, лет",https://youtu.be/pLPYnS_K89Y?t=181
pLPYnS_K89Y,184,00:03:04 --> 00:03:06,"там, условно, до двадцати там с",https://youtu.be/pLPYnS_K89Y?t=184
pLPYnS_K89Y,185,00:03:05 --> 00:03:08,"копейками, его ещё можно там усложнять",https://youtu.be/pLPYnS_K89Y?t=185
pLPYnS_K89Y,186,00:03:06 --> 00:03:10,"как бы, да, там обучением, всем таким.",https://youtu.be/pLPYnS_K89Y?t=186
pLPYnS_K89Y,188,00:03:08 --> 00:03:12,"Ну вот, а потом он только рассыпается и",https://youtu.be/pLPYnS_K89Y?t=188
pLPYnS_K89Y,190,00:03:10 --> 00:03:13,ломается. Поэтому ещё там в подростковом,https://youtu.be/pLPYnS_K89Y?t=190
pLPYnS_K89Y,192,00:03:12 --> 00:03:14,"возрасте, допустим, там кто-то квасит,",https://youtu.be/pLPYnS_K89Y?t=192
pLPYnS_K89Y,193,00:03:13 --> 00:03:18,"да, ему там, в принципе, это более-менее",https://youtu.be/pLPYnS_K89Y?t=193
pLPYnS_K89Y,194,00:03:14 --> 00:03:21,"сходит на нет, а если старше, лучше не",https://youtu.be/pLPYnS_K89Y?t=194
pLPYnS_K89Y,198,00:03:18 --> 00:03:23,"будет. Будет только хуже. Ээ, ну, у нас",https://youtu.be/pLPYnS_K89Y?t=198
pLPYnS_K89Y,201,00:03:21 --> 00:03:25,"срок годности, если что, 40 лет, да. Из",https://youtu.be/pLPYnS_K89Y?t=201
pLPYnS_K89Y,203,00:03:23 --> 00:03:27,них вот 20 лет мы как бы растём и,https://youtu.be/pLPYnS_K89Y?t=203
pLPYnS_K89Y,205,00:03:25 --> 00:03:29,"плодимся, 20 лет рассыпаемся на части. В",https://youtu.be/pLPYnS_K89Y?t=205
pLPYnS_K89Y,207,00:03:27 --> 00:03:31,"40 лет, по идее, рассыпались уже. В 45",https://youtu.be/pLPYnS_K89Y?t=207
pLPYnS_K89Y,209,00:03:29 --> 00:03:34,там не Андерталь старше старше 45 ни,https://youtu.be/pLPYnS_K89Y?t=209
pLPYnS_K89Y,211,00:03:31 --> 00:03:35,"один не прожил. Мне вот исполнилось 46,",https://youtu.be/pLPYnS_K89Y?t=211
pLPYnS_K89Y,214,00:03:34 --> 00:03:37,"я уже всё, я пережил всех",https://youtu.be/pLPYnS_K89Y?t=214
pLPYnS_K89Y,215,00:03:35 --> 00:03:41,"неандертальйсов, и лучше мне уже не",https://youtu.be/pLPYnS_K89Y?t=215
pLPYnS_K89Y,217,00:03:37 --> 00:03:43,"будет. Зачем мне алкоголь? Ээ, ну, то",https://youtu.be/pLPYnS_K89Y?t=217
pLPYnS_K89Y,221,00:03:41 --> 00:03:45,"есть с одной стороны, конечно,",https://youtu.be/pLPYnS_K89Y?t=221
pLPYnS_K89Y,223,00:03:43 --> 00:03:48,"какой-нибудь тот же чай, да, он тоже там",https://youtu.be/pLPYnS_K89Y?t=223
pLPYnS_K89Y,225,00:03:45 --> 00:03:50,"немножко влияет, но масштабы совсем не",https://youtu.be/pLPYnS_K89Y?t=225
pLPYnS_K89Y,228,00:03:48 --> 00:03:52,"те, поэтому мне и не надо. В связи с",https://youtu.be/pLPYnS_K89Y?t=228
pLPYnS_K89Y,230,00:03:50 --> 00:03:56,"этим у меня вопрос, пока я наливаю",https://youtu.be/pLPYnS_K89Y?t=230
pLPYnS_K89Y,232,00:03:52 --> 00:03:59,чудесный нам габулу. Как алкоголь с,https://youtu.be/pLPYnS_K89Y?t=232
pLPYnS_K89Y,236,00:03:56 --> 00:04:02,точки зрения антропологии и всё вот это,https://youtu.be/pLPYnS_K89Y?t=236
pLPYnS_K89Y,239,00:03:59 --> 00:04:04,вот запрещённое повлияло на,https://youtu.be/pLPYnS_K89Y?t=239
pLPYnS_K89Y,242,00:04:02 --> 00:04:07,"человечество, сделало оно его хуже или",https://youtu.be/pLPYnS_K89Y?t=242
pLPYnS_K89Y,244,00:04:04 --> 00:04:09,лучше и к чему вообще всё это может,https://youtu.be/pLPYnS_K89Y?t=244
pLPYnS_K89Y,247,00:04:07 --> 00:04:10,привести? История взаимодействия с,https://youtu.be/pLPYnS_K89Y?t=247
pLPYnS_K89Y,249,00:04:09 --> 00:04:14,алкоголем у нас вообще на самом деле,https://youtu.be/pLPYnS_K89Y?t=249
pLPYnS_K89Y,250,00:04:10 --> 00:04:16,"длительная, большая. А потому что у",https://youtu.be/pLPYnS_K89Y?t=250
pLPYnS_K89Y,254,00:04:14 --> 00:04:18,"животных по умолчанию, ну, никакой",https://youtu.be/pLPYnS_K89Y?t=254
pLPYnS_K89Y,256,00:04:16 --> 00:04:20,"устойчивости нету, потому что она и не",https://youtu.be/pLPYnS_K89Y?t=256
pLPYnS_K89Y,258,00:04:18 --> 00:04:22,"нужна. Однако же, когда мы стали слезать",https://youtu.be/pLPYnS_K89Y?t=258
pLPYnS_K89Y,260,00:04:20 --> 00:04:24,"с деревьев, ну, где-то там между 15 и",https://youtu.be/pLPYnS_K89Y?t=260
pLPYnS_K89Y,262,00:04:22 --> 00:04:26,"там 7 млн лет, да, и там до 4 млн лет",https://youtu.be/pLPYnS_K89Y?t=262
pLPYnS_K89Y,264,00:04:24 --> 00:04:28,"назад, мы стали больше потреблять",https://youtu.be/pLPYnS_K89Y?t=264
pLPYnS_K89Y,266,00:04:26 --> 00:04:32,"упавших фруктов, где повышенный процент",https://youtu.be/pLPYnS_K89Y?t=266
pLPYnS_K89Y,268,00:04:28 --> 00:04:34,э уже вот тело спирта есть. И у,https://youtu.be/pLPYnS_K89Y?t=268
pLPYnS_K89Y,272,00:04:32 --> 00:04:36,человекообразных обезьян способность,https://youtu.be/pLPYnS_K89Y?t=272
pLPYnS_K89Y,274,00:04:34 --> 00:04:38,"усваивать тело и спирт лучше, чем там у",https://youtu.be/pLPYnS_K89Y?t=274
pLPYnS_K89Y,276,00:04:36 --> 00:04:39,макак каких-нибудь или там лемуров и ещё,https://youtu.be/pLPYnS_K89Y?t=276
pLPYnS_K89Y,278,00:04:38 --> 00:04:41,"кого-то такого. Ну правда, всегда есть",https://youtu.be/pLPYnS_K89Y?t=278
pLPYnS_K89Y,279,00:04:39 --> 00:04:43,"ещё перохвостая тупая, которая намного",https://youtu.be/pLPYnS_K89Y?t=279
pLPYnS_K89Y,281,00:04:41 --> 00:04:45,"круче. Тупая, перохвостая тупая - это",https://youtu.be/pLPYnS_K89Y?t=281
pLPYnS_K89Y,283,00:04:43 --> 00:04:47,"замечательный зверь, который питается",https://youtu.be/pLPYnS_K89Y?t=283
pLPYnS_K89Y,285,00:04:45 --> 00:04:48,"соком бертамовой пальмы. И, ну, если",https://youtu.be/pLPYnS_K89Y?t=285
pLPYnS_K89Y,287,00:04:47 --> 00:04:50,"перечиставить на массу тела человека,",https://youtu.be/pLPYnS_K89Y?t=287
pLPYnS_K89Y,288,00:04:48 --> 00:04:52,"ну, если представить, что тупая человека",https://youtu.be/pLPYnS_K89Y?t=288
pLPYnS_K89Y,290,00:04:50 --> 00:04:55,"размеры там 60 кг, допустим, то она",https://youtu.be/pLPYnS_K89Y?t=290
pLPYnS_K89Y,292,00:04:52 --> 00:04:57,выжирает за ночь до шести бутылок водки,https://youtu.be/pLPYnS_K89Y?t=292
pLPYnS_K89Y,295,00:04:55 --> 00:04:59,"в один присестд, и ей не делается",https://youtu.be/pLPYnS_K89Y?t=295
pLPYnS_K89Y,297,00:04:57 --> 00:05:00,ничего. И там камерами слежения,https://youtu.be/pLPYnS_K89Y?t=297
pLPYnS_K89Y,299,00:04:59 --> 00:05:02,"смотрели, как они расползаются потом",https://youtu.be/pLPYnS_K89Y?t=299
pLPYnS_K89Y,300,00:05:00 --> 00:05:04,"этих пальм. Они прямо чешутся по прямой,",https://youtu.be/pLPYnS_K89Y?t=300
pLPYnS_K89Y,302,00:05:02 --> 00:05:06,"их там не качают, ничего, у них никаких",https://youtu.be/pLPYnS_K89Y?t=302
pLPYnS_K89Y,304,00:05:04 --> 00:05:08,нарушений нет. Но не повторяйте подвиги,https://youtu.be/pLPYnS_K89Y?t=304
pLPYnS_K89Y,306,00:05:06 --> 00:05:11,"тупай. Тупайи можно, вам нельзя. Вы не в",https://youtu.be/pLPYnS_K89Y?t=306
pLPYnS_K89Y,308,00:05:08 --> 00:05:12,"Индии, вы не тупая. Ну, надеюсь. И вот",https://youtu.be/pLPYnS_K89Y?t=308
pLPYnS_K89Y,311,00:05:11 --> 00:05:14,"тупая рекордсмен, она абсолютный по",https://youtu.be/pLPYnS_K89Y?t=311
pLPYnS_K89Y,312,00:05:12 --> 00:05:16,млекопитающим вообще рекордсмен. То есть,https://youtu.be/pLPYnS_K89Y?t=312
pLPYnS_K89Y,314,00:05:14 --> 00:05:18,круче нет уже. Нуно это тоже наш,https://youtu.be/pLPYnS_K89Y?t=314
pLPYnS_K89Y,316,00:05:16 --> 00:05:20,"родственник, если что. Вот. Но у него",https://youtu.be/pLPYnS_K89Y?t=316
pLPYnS_K89Y,318,00:05:18 --> 00:05:21,"свой путь эволюции. А мы, стало быть,",https://youtu.be/pLPYnS_K89Y?t=318
pLPYnS_K89Y,320,00:05:20 --> 00:05:24,"вот между, как я сказал, там пятнацать",https://youtu.be/pLPYnS_K89Y?t=320
pLPYnS_K89Y,321,00:05:21 --> 00:05:26,семью и там 4 млн лет назад ээ,https://youtu.be/pLPYnS_K89Y?t=321
pLPYnS_K89Y,324,00:05:24 --> 00:05:27,выработали устойчивость немножечко к,https://youtu.be/pLPYnS_K89Y?t=324
pLPYnS_K89Y,326,00:05:26 --> 00:05:29,"алкоголю. Ну, так себе как бы, да,",https://youtu.be/pLPYnS_K89Y?t=326
pLPYnS_K89Y,327,00:05:27 --> 00:05:30,"лучше, чем абакайки, но фигня. Потом,",https://youtu.be/pLPYnS_K89Y?t=327
pLPYnS_K89Y,329,00:05:29 --> 00:05:33,"собственно, ничего особо не менялось.",https://youtu.be/pLPYnS_K89Y?t=329
pLPYnS_K89Y,330,00:05:30 --> 00:05:34,особенно ээ ну потому что мы питались,https://youtu.be/pLPYnS_K89Y?t=330
pLPYnS_K89Y,333,00:05:33 --> 00:05:37,"там корешками какими-то, ну, где этого",https://youtu.be/pLPYnS_K89Y?t=333
pLPYnS_K89Y,334,00:05:34 --> 00:05:39,"спирта особо там и не богато. Ээ, ну и",https://youtu.be/pLPYnS_K89Y?t=334
pLPYnS_K89Y,337,00:05:37 --> 00:05:42,следующие там 4 млн лет мы тусили в,https://youtu.be/pLPYnS_K89Y?t=337
pLPYnS_K89Y,339,00:05:39 --> 00:05:44,"саванне, там ели мясо, ну и никакого",https://youtu.be/pLPYnS_K89Y?t=339
pLPYnS_K89Y,342,00:05:42 --> 00:05:45,алкоголя не было. Поэтому у всяческих,https://youtu.be/pLPYnS_K89Y?t=342
pLPYnS_K89Y,344,00:05:44 --> 00:05:46,аборигенов там аля там австралийские,https://youtu.be/pLPYnS_K89Y?t=344
pLPYnS_K89Y,345,00:05:45 --> 00:05:48,аборигены какие-нибудь индийцы,https://youtu.be/pLPYnS_K89Y?t=345
pLPYnS_K89Y,346,00:05:46 --> 00:05:51,"североамериканские, там ещё кто-то,",https://youtu.be/pLPYnS_K89Y?t=346
pLPYnS_K89Y,348,00:05:48 --> 00:05:53,устойчивость к алкоголю нулевая. То есть,https://youtu.be/pLPYnS_K89Y?t=348
pLPYnS_K89Y,351,00:05:51 --> 00:05:54,"они сразу шмякаются и падают там, не",https://youtu.be/pLPYnS_K89Y?t=351
pLPYnS_K89Y,353,00:05:53 --> 00:05:56,"знаю, с одной с топорика с маленького.",https://youtu.be/pLPYnS_K89Y?t=353
pLPYnS_K89Y,354,00:05:54 --> 00:05:58,"Есть, правда, экзотические исключения.",https://youtu.be/pLPYnS_K89Y?t=354
pLPYnS_K89Y,356,00:05:56 --> 00:05:59,"Южноамериканские индейцы, в отличие от",https://youtu.be/pLPYnS_K89Y?t=356
pLPYnS_K89Y,358,00:05:58 --> 00:06:01,"североамериканские, там огненная вода,",https://youtu.be/pLPYnS_K89Y?t=358
pLPYnS_K89Y,359,00:05:59 --> 00:06:04,там сразу это в гроб. А вот у,https://youtu.be/pLPYnS_K89Y?t=359
pLPYnS_K89Y,361,00:06:01 --> 00:06:07,южноамериканских есть много тропических,https://youtu.be/pLPYnS_K89Y?t=361
pLPYnS_K89Y,364,00:06:04 --> 00:06:08,"фруктовых деревьев, которые фрукты дают",https://youtu.be/pLPYnS_K89Y?t=364
pLPYnS_K89Y,367,00:06:07 --> 00:06:11,"где-то на большой высоте, куда фиг",https://youtu.be/pLPYnS_K89Y?t=367
pLPYnS_K89Y,368,00:06:08 --> 00:06:12,залезешь. И поэтому всё падает в,https://youtu.be/pLPYnS_K89Y?t=368
pLPYnS_K89Y,371,00:06:11 --> 00:06:15,"Амазонии там где-то в Сельве, да, это",https://youtu.be/pLPYnS_K89Y?t=371
pLPYnS_K89Y,372,00:06:12 --> 00:06:17,тухнет со страшной силой там за 2 часа и,https://youtu.be/pLPYnS_K89Y?t=372
pLPYnS_K89Y,375,00:06:15 --> 00:06:19,тут же становится спиртом. Вот они всё,https://youtu.be/pLPYnS_K89Y?t=375
pLPYnS_K89Y,377,00:06:17 --> 00:06:21,это едят. И устойчивость к потреблению,https://youtu.be/pLPYnS_K89Y?t=377
pLPYnS_K89Y,379,00:06:19 --> 00:06:23,алкоголя у южноамериканских индейцев,https://youtu.be/pLPYnS_K89Y?t=379
pLPYnS_K89Y,381,00:06:21 --> 00:06:25,"намного больше, чем у всех людей",https://youtu.be/pLPYnS_K89Y?t=381
pLPYnS_K89Y,383,00:06:23 --> 00:06:28,планеты. То есть там никакие грудины,https://youtu.be/pLPYnS_K89Y?t=383
pLPYnS_K89Y,385,00:06:25 --> 00:06:30,рядом вообще не валялись даже. Э из чего,https://youtu.be/pLPYnS_K89Y?t=385
pLPYnS_K89Y,388,00:06:28 --> 00:06:32,следует интересный вывод? Что раз их не,https://youtu.be/pLPYnS_K89Y?t=388
pLPYnS_K89Y,390,00:06:30 --> 00:06:33,"берёт алкоголь, они, между прочим, уже",https://youtu.be/pLPYnS_K89Y?t=390
pLPYnS_K89Y,392,00:06:32 --> 00:06:36,"земледельцы, ну, хотя бы там",https://youtu.be/pLPYnS_K89Y?t=392
pLPYnS_K89Y,393,00:06:33 --> 00:06:37,"примитивные, и в принципе как бы могли",https://youtu.be/pLPYnS_K89Y?t=393
pLPYnS_K89Y,396,00:06:36 --> 00:06:40,"бы, да, какую-то они там дрянь тоже",https://youtu.be/pLPYnS_K89Y?t=396
pLPYnS_K89Y,397,00:06:37 --> 00:06:41,"пытаются там квасить, но их не берёт.",https://youtu.be/pLPYnS_K89Y?t=397
pLPYnS_K89Y,400,00:06:40 --> 00:06:45,"Вот и угадайте, какой они находят выход.",https://youtu.be/pLPYnS_K89Y?t=400
pLPYnS_K89Y,401,00:06:41 --> 00:06:47,"Наркотики, конечно, естественно. Вот",https://youtu.be/pLPYnS_K89Y?t=401
pLPYnS_K89Y,405,00:06:45 --> 00:06:48,поэтому Южная Америка знаменитая своей,https://youtu.be/pLPYnS_K89Y?t=405
pLPYnS_K89Y,407,00:06:47 --> 00:06:50,"наркотой. Ну, как писал, вот, к",https://youtu.be/pLPYnS_K89Y?t=407
pLPYnS_K89Y,408,00:06:48 --> 00:06:53,"сожалению, у меня имена не держатся в",https://youtu.be/pLPYnS_K89Y?t=408
pLPYnS_K89Y,410,00:06:50 --> 00:06:56,"голове, там один автор, что невозможно",https://youtu.be/pLPYnS_K89Y?t=410
pLPYnS_K89Y,413,00:06:53 --> 00:06:57,"изучить влияние кокаина на индейцев,",https://youtu.be/pLPYnS_K89Y?t=413
pLPYnS_K89Y,416,00:06:56 --> 00:06:59,потому что невозможно найти,https://youtu.be/pLPYnS_K89Y?t=416
pLPYnS_K89Y,417,00:06:57 --> 00:07:01,"необдолбанного индейца, потому что они",https://youtu.be/pLPYnS_K89Y?t=417
pLPYnS_K89Y,419,00:06:59 --> 00:07:03,все всегда под кокаином. И как бы как,https://youtu.be/pLPYnS_K89Y?t=419
pLPYnS_K89Y,421,00:07:01 --> 00:07:05,"изучишь, что если вот он там с",https://youtu.be/pLPYnS_K89Y?t=421
