video_id,start_time,timestamp,text,link
r3hEuRT2d4A,160,00:02:40 --> 00:02:45,мартышками уже не называют но на самом,https://youtu.be/r3hEuRT2d4A?t=160
r3hEuRT2d4A,162,00:02:42 --> 00:02:48,деле они немножко как бы сами по себе и,https://youtu.be/r3hEuRT2d4A?t=162
r3hEuRT2d4A,165,00:02:45 --> 00:02:50,эти самые широко нос обезьяны появились,https://youtu.be/r3hEuRT2d4A?t=165
r3hEuRT2d4A,168,00:02:48 --> 00:02:51,в южной америке ну где-то около там 30,https://youtu.be/r3hEuRT2d4A?t=168
r3hEuRT2d4A,170,00:02:50 --> 00:02:56,миллионов лет назад,https://youtu.be/r3hEuRT2d4A?t=170
r3hEuRT2d4A,171,00:02:51 --> 00:02:57,однако же ну ископаемые до ископаемая,https://youtu.be/r3hEuRT2d4A?t=171
r3hEuRT2d4A,176,00:02:56 --> 00:02:59,она из южной америке это тоже совершенно,https://youtu.be/r3hEuRT2d4A?t=176
r3hEuRT2d4A,177,00:02:57 --> 00:03:03,очевидные предки современных широконосая,https://youtu.be/r3hEuRT2d4A?t=177
r3hEuRT2d4A,179,00:02:59 --> 00:03:05,так и значит них похожи но 2020 году в,https://youtu.be/r3hEuRT2d4A?t=179
r3hEuRT2d4A,183,00:03:03 --> 00:03:08,перу был обнаружен но тот самый у кая ли,https://youtu.be/r3hEuRT2d4A?t=183
r3hEuRT2d4A,185,00:03:05 --> 00:03:11,petek который ну известен по фрагментам,https://youtu.be/r3hEuRT2d4A?t=185
r3hEuRT2d4A,188,00:03:08 --> 00:03:13,честно говоря но зубы этого у кая лепи,https://youtu.be/r3hEuRT2d4A?t=188
r3hEuRT2d4A,191,00:03:11 --> 00:03:16,т.к. я не похожи на зубы сороконожка,https://youtu.be/r3hEuRT2d4A?t=191
r3hEuRT2d4A,193,00:03:13 --> 00:03:18,обезьян а похожи на зубы пары питек off,https://youtu.be/r3hEuRT2d4A?t=193
r3hEuRT2d4A,196,00:03:16 --> 00:03:20,of our ипотеки это приматы жившие в,https://youtu.be/r3hEuRT2d4A?t=196
r3hEuRT2d4A,198,00:03:18 --> 00:03:22,северной африке ну примерно в то же,https://youtu.be/r3hEuRT2d4A?t=198
r3hEuRT2d4A,200,00:03:20 --> 00:03:25,самое время тоже около 30 миллионов лет,https://youtu.be/r3hEuRT2d4A?t=200
r3hEuRT2d4A,202,00:03:22 --> 00:03:28,назад но это альтернативная параллельная,https://youtu.be/r3hEuRT2d4A?t=202
r3hEuRT2d4A,205,00:03:25 --> 00:03:30,ветка которая в это же самое время жила,https://youtu.be/r3hEuRT2d4A?t=205
r3hEuRT2d4A,208,00:03:28 --> 00:03:32,и в африке и вот каким то образом они,https://youtu.be/r3hEuRT2d4A?t=208
r3hEuRT2d4A,210,00:03:30 --> 00:03:35,умудрились добраться до южной америке и,https://youtu.be/r3hEuRT2d4A?t=210
r3hEuRT2d4A,212,00:03:32 --> 00:03:37,там соревновались с первыми шаркнул 7,https://youtu.be/r3hEuRT2d4A?t=212
r3hEuRT2d4A,215,00:03:35 --> 00:03:38,обезьянами потому что там же собственно,https://youtu.be/r3hEuRT2d4A?t=215
r3hEuRT2d4A,217,00:03:37 --> 00:03:41,южной америки в это же время появляются,https://youtu.be/r3hEuRT2d4A?t=217
r3hEuRT2d4A,218,00:03:38 --> 00:03:43,первые широко нос и этот классический,https://youtu.be/r3hEuRT2d4A?t=218
r3hEuRT2d4A,221,00:03:41 --> 00:03:45,пример того как в одно и то же время на,https://youtu.be/r3hEuRT2d4A?t=221
r3hEuRT2d4A,223,00:03:43 --> 00:03:48,одной территории существует независимо,https://youtu.be/r3hEuRT2d4A?t=223
r3hEuRT2d4A,225,00:03:45 --> 00:03:50,две альтернативные версии одна из,https://youtu.be/r3hEuRT2d4A?t=225
r3hEuRT2d4A,228,00:03:48 --> 00:03:52,которых по итогу побеждает и вот южной,https://youtu.be/r3hEuRT2d4A?t=228
r3hEuRT2d4A,230,00:03:50 --> 00:03:55,америке у нас теперь и широко носа,https://youtu.be/r3hEuRT2d4A?t=230
r3hEuRT2d4A,232,00:03:52 --> 00:03:57,обезьяны в африке победили в итоге наши,https://youtu.be/r3hEuRT2d4A?t=232
r3hEuRT2d4A,235,00:03:55 --> 00:04:00,предки уткнулся обезьяны а вот эти вот,https://youtu.be/r3hEuRT2d4A?t=235
r3hEuRT2d4A,237,00:03:57 --> 00:04:03,пары и северной африки проиграли,https://youtu.be/r3hEuRT2d4A?t=237
r3hEuRT2d4A,240,00:04:00 --> 00:04:06,нашим предкам и в южной америке,https://youtu.be/r3hEuRT2d4A?t=240
r3hEuRT2d4A,243,00:04:03 --> 00:04:09,проиграли при этом широко носках обезьян,https://youtu.be/r3hEuRT2d4A?t=243
r3hEuRT2d4A,246,00:04:06 --> 00:04:11,по отдельным зубам а вот этого у кая,https://youtu.be/r3hEuRT2d4A?t=246
r3hEuRT2d4A,249,00:04:09 --> 00:04:14,лепи т.к. конечно трудно судить почему,https://youtu.be/r3hEuRT2d4A?t=249
r3hEuRT2d4A,251,00:04:11 --> 00:04:17,он там проиграл и чё смартфоне так но,https://youtu.be/r3hEuRT2d4A?t=251
r3hEuRT2d4A,254,00:04:14 --> 00:04:19,тем не менее в принципе он мог развиться,https://youtu.be/r3hEuRT2d4A?t=254
r3hEuRT2d4A,257,00:04:17 --> 00:04:20,во что-то свое в какую-то отдельную,https://youtu.be/r3hEuRT2d4A?t=257
r3hEuRT2d4A,259,00:04:19 --> 00:04:23,независимую,https://youtu.be/r3hEuRT2d4A?t=259
r3hEuRT2d4A,260,00:04:20 --> 00:04:26,такую линию эволюции я и,https://youtu.be/r3hEuRT2d4A?t=260
r3hEuRT2d4A,263,00:04:23 --> 00:04:28,чем черт не шутит мог стать каким-то,https://youtu.be/r3hEuRT2d4A?t=263
r3hEuRT2d4A,266,00:04:26 --> 00:04:30,совершенно новым видом ну вернее даже не,https://youtu.be/r3hEuRT2d4A?t=266
r3hEuRT2d4A,268,00:04:28 --> 00:04:33,видом до группой и как быть типом,https://youtu.be/r3hEuRT2d4A?t=268
r3hEuRT2d4A,270,00:04:30 --> 00:04:35,каким-то человека ну может быть даже,https://youtu.be/r3hEuRT2d4A?t=270
r3hEuRT2d4A,273,00:04:33 --> 00:04:38,разумным тут учебы и нет южная америка,https://youtu.be/r3hEuRT2d4A?t=273
r3hEuRT2d4A,275,00:04:35 --> 00:04:39,богата на природные условия томас всего,https://youtu.be/r3hEuRT2d4A?t=275
r3hEuRT2d4A,278,00:04:38 --> 00:04:43,интересного существуют там и горы и,https://youtu.be/r3hEuRT2d4A?t=278
r3hEuRT2d4A,279,00:04:39 --> 00:04:45,степи джунгли и в принципе могли но не,https://youtu.be/r3hEuRT2d4A?t=279
r3hEuRT2d4A,283,00:04:43 --> 00:04:47,стали оказали слишком примитивны и вот,https://youtu.be/r3hEuRT2d4A?t=283
r3hEuRT2d4A,285,00:04:45 --> 00:04:49,как раз борьба таких альтернативных,https://youtu.be/r3hEuRT2d4A?t=285
r3hEuRT2d4A,287,00:04:47 --> 00:04:52,веток и,https://youtu.be/r3hEuRT2d4A?t=287
r3hEuRT2d4A,289,00:04:49 --> 00:04:54,происходило всю эволюцию начинает он с,https://youtu.be/r3hEuRT2d4A?t=289
r3hEuRT2d4A,292,00:04:52 --> 00:04:56,проявление жизни буквально с 4 там чуть,https://youtu.be/r3hEuRT2d4A?t=292
r3hEuRT2d4A,294,00:04:54 --> 00:04:58,ли не 5 миллиардов лет назад пять,https://youtu.be/r3hEuRT2d4A?t=294
r3hEuRT2d4A,296,00:04:56 --> 00:05:00,миллиардов нам жизни еще не было конечно,https://youtu.be/r3hEuRT2d4A?t=296
r3hEuRT2d4A,298,00:04:58 --> 00:05:04,уйдет из 4 4 миллиардов лет назад это,https://youtu.be/r3hEuRT2d4A?t=298
r3hEuRT2d4A,300,00:05:00 --> 00:05:07,точно ну и собственно если так начать с,https://youtu.be/r3hEuRT2d4A?t=300
r3hEuRT2d4A,304,00:05:04 --> 00:05:08,обобщение чтобы было понятно о чем,https://youtu.be/r3hEuRT2d4A?t=304
r3hEuRT2d4A,307,00:05:07 --> 00:05:11,дальше речь то,https://youtu.be/r3hEuRT2d4A?t=307
r3hEuRT2d4A,308,00:05:08 --> 00:05:13,все время в процессе эволюции боролись,https://youtu.be/r3hEuRT2d4A?t=308
r3hEuRT2d4A,311,00:05:11 --> 00:05:15,две генеральные тенденции с одной,https://youtu.be/r3hEuRT2d4A?t=311
r3hEuRT2d4A,313,00:05:13 --> 00:05:17,стороны главная задача любого живого,https://youtu.be/r3hEuRT2d4A?t=313
r3hEuRT2d4A,315,00:05:15 --> 00:05:20,существа максимально приспособиться к,https://youtu.be/r3hEuRT2d4A?t=315
r3hEuRT2d4A,317,00:05:17 --> 00:05:22,текущим условиям жизни и все под это,https://youtu.be/r3hEuRT2d4A?t=317
r3hEuRT2d4A,320,00:05:20 --> 00:05:24,идет ну то есть как она существовала,https://youtu.be/r3hEuRT2d4A?t=320
r3hEuRT2d4A,322,00:05:22 --> 00:05:27,понятное дело это не разумно и,https://youtu.be/r3hEuRT2d4A?t=322
r3hEuRT2d4A,324,00:05:24 --> 00:05:29,несознательная до приспосабливается но,https://youtu.be/r3hEuRT2d4A?t=324
r3hEuRT2d4A,327,00:05:27 --> 00:05:30,те кто чуть чуть не подходят они просто,https://youtu.be/r3hEuRT2d4A?t=327
r3hEuRT2d4A,329,00:05:29 --> 00:05:32,умрут или по-крайней мере хуже,https://youtu.be/r3hEuRT2d4A?t=329
r3hEuRT2d4A,330,00:05:30 --> 00:05:35,размножаются а те которые идеально,https://youtu.be/r3hEuRT2d4A?t=330
r3hEuRT2d4A,332,00:05:32 --> 00:05:37,подходят под текущие условия они,https://youtu.be/r3hEuRT2d4A?t=332
r3hEuRT2d4A,335,00:05:35 --> 00:05:39,идеально размножаются дают много,https://youtu.be/r3hEuRT2d4A?t=335
r3hEuRT2d4A,337,00:05:37 --> 00:05:42,потомков им там хорошо классический,https://youtu.be/r3hEuRT2d4A?t=337
r3hEuRT2d4A,339,00:05:39 --> 00:05:44,естественный отбор все по дарвину бруса,https://youtu.be/r3hEuRT2d4A?t=339
r3hEuRT2d4A,342,00:05:42 --> 00:05:46,показатель но и примеров тому не сесть,https://youtu.be/r3hEuRT2d4A?t=342
r3hEuRT2d4A,344,00:05:44 --> 00:05:49,там в любое животное что тыкаете это,https://youtu.be/r3hEuRT2d4A?t=344
r3hEuRT2d4A,346,00:05:46 --> 00:05:52,дело видите вот но степень вот этого,https://youtu.be/r3hEuRT2d4A?t=346
r3hEuRT2d4A,349,00:05:49 --> 00:05:54,приспособления я честно говоря разное но,https://youtu.be/r3hEuRT2d4A?t=349
r3hEuRT2d4A,352,00:05:52 --> 00:05:56,это зависит от того какие предки были у,https://youtu.be/r3hEuRT2d4A?t=352
r3hEuRT2d4A,354,00:05:54 --> 00:05:59,этого существа насколько быстро меняются,https://youtu.be/r3hEuRT2d4A?t=354
r3hEuRT2d4A,356,00:05:56 --> 00:06:01,эти условия имеются ли подходящее,https://youtu.be/r3hEuRT2d4A?t=356
r3hEuRT2d4A,359,00:05:59 --> 00:06:04,удачные мутации вот данный момент в этом,https://youtu.be/r3hEuRT2d4A?t=359
r3hEuRT2d4A,361,00:06:01 --> 00:06:06,месте ну еще там много-много всего дам,https://youtu.be/r3hEuRT2d4A?t=361
r3hEuRT2d4A,364,00:06:04 --> 00:06:09,рекомендации произошли не произошли,https://youtu.be/r3hEuRT2d4A?t=364
r3hEuRT2d4A,366,00:06:06 --> 00:06:12,какие конкуренты опять же подъехали там,https://youtu.be/r3hEuRT2d4A?t=366
r3hEuRT2d4A,369,00:06:09 --> 00:06:14,со стороны и может такое быть что вот,https://youtu.be/r3hEuRT2d4A?t=369
r3hEuRT2d4A,372,00:06:12 --> 00:06:16,это приспособление к этим условиям среды,https://youtu.be/r3hEuRT2d4A?t=372
r3hEuRT2d4A,374,00:06:14 --> 00:06:19,получается практически идеальным и вот,https://youtu.be/r3hEuRT2d4A?t=374
r3hEuRT2d4A,376,00:06:16 --> 00:06:21,это существо освоилась приспособилась,https://youtu.be/r3hEuRT2d4A?t=376
r3hEuRT2d4A,379,00:06:19 --> 00:06:24,ему хорошо и,https://youtu.be/r3hEuRT2d4A?t=379
r3hEuRT2d4A,381,00:06:21 --> 00:06:26,если ему хорошо дальше она не меняется,https://youtu.be/r3hEuRT2d4A?t=381
r3hEuRT2d4A,384,00:06:24 --> 00:06:28,дальше начинается нажимай,https://youtu.be/r3hEuRT2d4A?t=384
r3hEuRT2d4A,386,00:06:26 --> 00:06:30,стабилизирующий отбор ну когда все,https://youtu.be/r3hEuRT2d4A?t=386
r3hEuRT2d4A,388,00:06:28 --> 00:06:33,мало-мальское уклоняющиеся варианты,https://youtu.be/r3hEuRT2d4A?t=388
r3hEuRT2d4A,390,00:06:30 --> 00:06:35,которые уже соответственно чуть чуть не,https://youtu.be/r3hEuRT2d4A?t=390
r3hEuRT2d4A,393,00:06:33 --> 00:06:38,идеально приспособлены к этим условиям,https://youtu.be/r3hEuRT2d4A?t=393
r3hEuRT2d4A,395,00:06:35 --> 00:06:40,они вымирают а вот эту,https://youtu.be/r3hEuRT2d4A?t=395
r3hEuRT2d4A,398,00:06:38 --> 00:06:43,среднестатистическая которая вписалась в,https://youtu.be/r3hEuRT2d4A?t=398
r3hEuRT2d4A,400,00:06:40 --> 00:06:45,эти условия оптимальным образом выживает,https://youtu.be/r3hEuRT2d4A?t=400
r3hEuRT2d4A,403,00:06:43 --> 00:06:48,дальше и нечего потому в последующем не,https://youtu.be/r3hEuRT2d4A?t=403
r3hEuRT2d4A,405,00:06:45 --> 00:06:50,меняется собственно поэтому у нас до сих,https://youtu.be/r3hEuRT2d4A?t=405
r3hEuRT2d4A,408,00:06:48 --> 00:06:53,пор на планете есть и бактерии и какие,https://youtu.be/r3hEuRT2d4A?t=408
r3hEuRT2d4A,410,00:06:50 --> 00:06:56,там одноклеточные грибы и,https://youtu.be/r3hEuRT2d4A?t=410
r3hEuRT2d4A,413,00:06:53 --> 00:06:58,не знаю там насекомые и птицы там по,https://youtu.be/r3hEuRT2d4A?t=413
r3hEuRT2d4A,416,00:06:56 --> 00:07:00,угодно который в какой-то момент,https://youtu.be/r3hEuRT2d4A?t=416
r3hEuRT2d4A,418,00:06:58 --> 00:07:02,приспособились и до сих пор плюс-минус,https://youtu.be/r3hEuRT2d4A?t=418
r3hEuRT2d4A,420,00:07:00 --> 00:07:04,такими же остаются ночам что ты это,https://youtu.be/r3hEuRT2d4A?t=420
r3hEuRT2d4A,422,00:07:02 --> 00:07:07,меняется а у некоторых форм даже и,https://youtu.be/r3hEuRT2d4A?t=422
r3hEuRT2d4A,424,00:07:04 --> 00:07:10,мелочи не особо-то меняются но ну,https://youtu.be/r3hEuRT2d4A?t=424
r3hEuRT2d4A,427,00:07:07 --> 00:07:12,зависимость от того что за признак есть,https://youtu.be/r3hEuRT2d4A?t=427
r3hEuRT2d4A,430,00:07:10 --> 00:07:14,не идеальное представление,https://youtu.be/r3hEuRT2d4A?t=430
r3hEuRT2d4A,432,00:07:12 --> 00:07:17,не отдельные приспособление это когда,https://youtu.be/r3hEuRT2d4A?t=432
r3hEuRT2d4A,434,00:07:14 --> 00:07:19,вроде как и приспособились но либо,https://youtu.be/r3hEuRT2d4A?t=434
r3hEuRT2d4A,437,00:07:17 --> 00:07:22,условие снова поменялись либо конкуренты,https://youtu.be/r3hEuRT2d4A?t=437
r3hEuRT2d4A,439,00:07:19 --> 00:07:24,поднажали и в чем-то там обскакали и,https://youtu.be/r3hEuRT2d4A?t=439
r3hEuRT2d4A,442,00:07:22 --> 00:07:26,превзошли вот либо,https://youtu.be/r3hEuRT2d4A?t=442
r3hEuRT2d4A,444,00:07:24 --> 00:07:28,произошли новые мутации которые,https://youtu.be/r3hEuRT2d4A?t=444
r3hEuRT2d4A,446,00:07:26 --> 00:07:31,позволяют про становится еще чуть-чуть,https://youtu.be/r3hEuRT2d4A?t=446
r3hEuRT2d4A,448,00:07:28 --> 00:07:34,получше вот либо еще там что-то не слава,https://youtu.be/r3hEuRT2d4A?t=448
r3hEuRT2d4A,451,00:07:31 --> 00:07:36,богу и тогда я валю ция движется вперед,https://youtu.be/r3hEuRT2d4A?t=451
r3hEuRT2d4A,454,00:07:34 --> 00:07:37,и вот это движущий отбор классический,https://youtu.be/r3hEuRT2d4A?t=454
r3hEuRT2d4A,456,00:07:36 --> 00:07:38,образцово-показательный не,https://youtu.be/r3hEuRT2d4A?t=456
r3hEuRT2d4A,457,00:07:37 --> 00:07:41,останавливается на одном месте а,https://youtu.be/r3hEuRT2d4A?t=457
r3hEuRT2d4A,458,00:07:38 --> 00:07:43,продолжается и вот наши предки во все,https://youtu.be/r3hEuRT2d4A?t=458
r3hEuRT2d4A,461,00:07:41 --> 00:07:45,времена оказывались в ряду вот этих вот,https://youtu.be/r3hEuRT2d4A?t=461
r3hEuRT2d4A,463,00:07:43 --> 00:07:47,как бы полу неудачников ну совсем,https://youtu.be/r3hEuRT2d4A?t=463
r3hEuRT2d4A,465,00:07:45 --> 00:07:49,неудачниками конечно же не назовешь,https://youtu.be/r3hEuRT2d4A?t=465
r3hEuRT2d4A,467,00:07:47 --> 00:07:51,потому что неудачники просто вымирали и,https://youtu.be/r3hEuRT2d4A?t=467
r3hEuRT2d4A,469,00:07:49 --> 00:07:53,таких тупиковых линий больше собственно,https://youtu.be/r3hEuRT2d4A?t=469
r3hEuRT2d4A,471,00:07:51 --> 00:07:56,чем выживших вот но и все время что то,https://youtu.be/r3hEuRT2d4A?t=471
r3hEuRT2d4A,473,00:07:53 --> 00:07:59,было не ахти как и в то время как,https://youtu.be/r3hEuRT2d4A?t=473
r3hEuRT2d4A,476,00:07:56 --> 00:08:01,некоторые приспосабливались и застывали,https://youtu.be/r3hEuRT2d4A?t=476
r3hEuRT2d4A,479,00:07:59 --> 00:08:04,в своем великолепии наши предки,https://youtu.be/r3hEuRT2d4A?t=479
r3hEuRT2d4A,481,00:08:01 --> 00:08:06,продолжали меняться и вам еще немножко,https://youtu.be/r3hEuRT2d4A?t=481
r3hEuRT2d4A,484,00:08:04 --> 00:08:08,меняется потом еще немножко меняться и,https://youtu.be/r3hEuRT2d4A?t=484
r3hEuRT2d4A,486,00:08:06 --> 00:08:09,вот так мы докатились до нынешнего,https://youtu.be/r3hEuRT2d4A?t=486
r3hEuRT2d4A,488,00:08:08 --> 00:08:12,состояния,https://youtu.be/r3hEuRT2d4A?t=488
r3hEuRT2d4A,489,00:08:09 --> 00:08:14,то есть мы все время что-то не догоняли,https://youtu.be/r3hEuRT2d4A?t=489
r3hEuRT2d4A,492,00:08:12 --> 00:08:16,в чуть-чуть что-то где-то были не,https://youtu.be/r3hEuRT2d4A?t=492
r3hEuRT2d4A,494,00:08:14 --> 00:08:19,доделаны ну собственно как это выглядело,https://youtu.be/r3hEuRT2d4A?t=494
r3hEuRT2d4A,496,00:08:16 --> 00:08:22,в оригинале ну если начинает самых основ,https://youtu.be/r3hEuRT2d4A?t=496
